ID,tweet_text,tweet text,0
144,"b'.@inecnigeria officials setting up for the Ondo election at PU 015, Ward 2, Okitipupa LGA of the state. Photo credit: Sahara Reporters Live update: https://t.co/akzVOOdqUk #OndoDecides2020 #Ondo2020 #OndoDecides https://t.co/tWvu7DUPnc'", inecnigeria officials setting up for the Ondo election at PU Ward Okitipupa LGA of the state Photo credit Sahara Reporters Live update ,0
145,b'#PressPlay: INEC officials preparing to set up at Igbogin/ Isikan PU 10 @inecnigeria  #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/vtPr3PBaz4', INEC officials preparing to set up at Igbogin Isikan PU FOLLOW LIVE ,0
146,"b'At 7:50am, @inecnigeria officials have set up for the day\xe2\x80\x99s exercise at PU 015, Ward 2, Okitipupa LGA #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/mgDgwCmfvB'", At am officials have set up for the day xe exercise at PU Ward Okitipupa LGA FOLLOW LIVE ,0
147,b'Election malpractice is punishable by law. As #Ondo State heads to the polls today please remember to avoid vote-buying and shun violence. #Ondo2020 #OndoDecides2020 #OndoDecides @inecnigeria https://t.co/USKpRbo50Z', Election malpractice is punishable by law As State heads to the polls today please remember to avoid vote buying and shun violence ,1
148,"b'Electorates checking their names on the voters register at PU 18, Ward 2, Okitipupa LGA #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/1jtXViHzd1'", Electorates checking their names on the voters register at PU Ward Okitipupa LGA FOLLOW LIVE ,0
149,b'Election malpractice is punishable by law. As #Ondo State heads to the polls today please remember to avoid vote-buying and shun violence. Follow @ptcij and @PremiumTimesng for credible information straight from the source #Ondo2020 #OndoDecides2020 #OndoDecides @inecnigeria https://t.co/57trXdAF4h', Election malpractice is punishable by law As State heads to the polls today please remember to avoid vote buying and shun violence Follow and for credible information straight from the source ,1
150,"b'Assistant presiding officer pasting the list while some voters are checking their names out in PU 17 Ward 2, Okitipupa LGA. #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/HeUp1270Bs'", Assistant presiding officer pasting the list while some voters are checking their names out in PU Ward Okitipupa LGA FOLLOW LIVE ,0
151,"b'As we are going to exercise our rights today, remember #VoteNotFight #ElectionNoBeWar  #Ondo2020 #OndoDecides2020 #OndoDecide2020 @arakunrinajos @PoliceNG @joeshooar @OfficialAPCNg @OndoAPC @OfficialPDPNig @inecnigeria https://t.co/hXWKUy2axW'", As we are going to exercise our rights today remember ,0
152,"b'Distribution of election materials ongoing in a Registration Area Center (RAC) inside Stella Marris college, Okitipupa to different polling units. #OndoDecides2020 #Ondo2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/s77WWSyUJO'", Distribution of election materials ongoing in Registration Area Center RAC inside Stella Marris college Okitipupa to different polling units FOLLOW LIVE ,0
153,"b'[VIDEO] Ondo Decides 2020: 2 Boats Conveying INEC Officials, Materials Capsized, No Casualties  #OndoDecides2020 #ONDO2020  https://t.co/fTSt0h5g9c'", VIDEO Ondo Decides Boats Conveying INEC Officials Materials Capsized No Casualties ,0
154,b'Election No be War... Vote not fight. #OndoDecides2020  #ONDO2020  #OndoDecides https://t.co/Z6xDKFE7Gd', Election No be War Vote not fight ,0
155,"b'The battle is between the incumbent, @RotimiAkeredolu of the All Progressives Congress, @AAjayiAgboola of the Zenith Labour Party, who is also the current deputy; and @TayoJegedeSAN of the Peoples Democratic Party. #OndoDecides2020 #Ondo2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/vibk5CRzd2'", The battle is between the incumbent of the All Progressives Congress of the Zenith Labour Party who is also the current deputy and of the Peoples Democratic Party FOLLOW LIVE ,0
156,b'Make a Brilliant Decision &amp; Vote For Eyitayo Jegede. Qualified &amp; Ready For The Job.  #OndoDecides2020 #OndoDeservesBetter #Ondo2020 https://t.co/cm8PjGvY0l', Make Brilliant Decision amp Vote For Eyitayo Jegede Qualified amp Ready For The Job ,0
157,b'Welcome to our live coverage of the 2020 Ondo State Governorship election. We will be giving you every detail of what is happening in the Sunshine State as it goes down. #OndoDecides2020 #OndoElection2020 #Ondo2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/o5yP9g7iRf', Welcome to our live coverage of the Ondo State Governorship election We will be giving you every detail of what is happening in the Sunshine State as it goes down FOLLOW LIVE ,0
158,"b'The D-day is here - Saturday, October 10.  It is #OndoElection2020.  Residents in Ondo state are going out to vote and choose their next governor.  #OndoDecides2020 #ONDO2020   Legit brings you all the details in our live updates \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87  https://t.co/GxN500qR0R'", The day is here Saturday October It is Residents in Ondo state are going out to vote and choose their next governor Legit brings you all the details in our live updates xf xf xf ,0
159,b'Dear #ONDO2020 use your head to vote right. Do not now to any kind of oppression from the law enforcement it is your right and so protect your vote till it counts. Peace and good leadership is what we clamor. #EndSARSProtest #OndoDecides2020 #EndSARS', Dear use your head to vote right Do not now to any kind of oppression from the law enforcement it is your right and so protect your vote till it counts Peace and good leadership is what we clamor ,1
160,"b'""I encourage you to go into these elections to vote...for leaders who can bring about true change.\xe2\x80\x9d Ahead of today\'s election in Ondo State, avoiding vote-buying. #OndoDecides #Ondo2020 #OndoDecides2020 @eu_sdgn @euinnigeria @inecnigeria https://t.co/HupD6cTMha'", encourage you to go into these elections to vote for leaders who can bring about true change xe Ahead of today election in Ondo State avoiding vote buying ,1
161,"b'Good Morning!   It is Election day in #Ondo today  Follow @NewsWireNGR on Twitter, Facebook and Instagram for credible updates straight from the source   #Ondo2020 #OndoDecides #OndoDecides2020 #CDDAnalysisCentre https://t.co/5wrPW1ziwf'", Good Morning It is Election day in today Follow on Twitter Facebook and Instagram for credible updates straight from the source ,0
162,"b""To my people in Ondo, let's go out and vote, no to election violent, no to vote buying , no to terrorism , vote not fight. Election no be war.. #OndoElection2020  #ondoelection #OndoDecides2020 #ONDO2020 @inecnigeria @AcpIshaku""", To my people in Ondo let us go out and vote no to election violent no to vote buying no to terrorism vote not fight Election no be war ,1
163,b'As #Ondo State heads to the polls today please remember to avoid vote-buying and shun violence. Follow @ptcij and @PremiumTimesng on Twitter for credible information straight from the source #Ondo2020 #OndoDecides #OndoDecides2020 @inecnigeria https://t.co/HevE0EuE3a', As State heads to the polls today please remember to avoid vote buying and shun violence Follow and on Twitter for credible information straight from the source ,1
164,b'#ONDO2020   COME OUT AND VOTE  #SeeCaptureVideoReport #OndoDecides  #OndoDecides2020  #OndoElection2020  #ondoelection https://t.co/wcMkE3tFOY', COME OUT AND VOTE ,0
165,b'#OndoDecides2020 all lot of military officers were been deployed to Ondo. Kikikaka......... We move #aaua #ONDO2020', all lot of military officers were been deployed to Ondo Kikikaka We move ,0
166,b'I hope my Ondo State people don see am say @OfficialAPCNg  No get ANY good plans and intentions for Us. Both at the Federal and State Level!. (Heartless crew) \xe2\x9d\x8cNO TO APC..\xe2\x9d\x8cNo to Oppression We deserve better.   We are Humans and not Animals. #OndoDecides2020 #ONDO2020 #EndSARS', hope my Ondo State people don see am say No get ANY good plans and intentions for Us Both at the Federal and State Level Heartless crew xe cNO TO APC xe cNo to Oppression We deserve better We are Humans and not Animals ,1
167,b'Forward ever Aketi 4+4= 8 years. say no to #SCAM  #eyinascam #EyiNaScam #OndoDecides2020 #Ondo2020 #ondoelection #aketididit #AketiVision #aketididit #Ondo2020 https://t.co/IKWq5z7but', Forward ever Aketi years say no to ,0
168,"b""@HonKolawole Fool it is not the Governor that controls the school fees, the Governing council of are in charge. The Gov. only contribute to it. No state owned uni is lower than 100k, don't fall for cheap lies. #Eyinascam #EyiNaScam #OndoDecides2020 #ondoelection #ondoelection #Ondo2020""", Fool it is not the Governor that controls the school fees the Governing council of are in charge The Gov only contribute to it No state owned uni is lower than do not fall for cheap lies ,0
169,b'Ondo State is about to have a new governor. #OndoDecides2020 #Ondo2020', Ondo State is about to have new governor ,0
170,"b""Dear Ondo people, for tomorrow's Ondo State Guber Election, make sure you shun vote-buying and election violence. Vote and don't Fight cuz Election no be War. #OndoDecides2020 #OndoDebate2020 #OndoElectionNotWar #OndoDecides #Ondo2020 #ONDODECIDE #ondoelection https://t.co/Lafn8MtTwE""", Dear Ondo people for tomorrow Ondo State Guber Election make sure you shun vote buying and election violence Vote and do not Fight cuz Election no be War ,1
171,b'@electmonitorng calls on @inecnigeria to ensure that all efforts are made for the prompt opening of polls on 10th October 2020. Election Materials including smart card readers must be deployed to the right polling units. #OndoDecides2020 #Ondo2020 #OndoDecides #OndoElection2020', calls on to ensure that all efforts are made for the prompt opening of polls on th October Election Materials including smart card readers must be deployed to the right polling units ,0
172,b'Ondo Decides 2020: INEC Chairman Inspects Election Materials  #OndoDecides2020 #Ondo2020  https://t.co/ZYrIUmCNMV', Ondo Decides INEC Chairman Inspects Election Materials ,0
173,"b'One for all, all for one.  Vote \xe2\x9c\x85   Choose wisely. #OndoDecides2020  #OndoElection2020  #ONDO2020  #OndoDeservesBetter https://t.co/cff4f73qkh'", One for all all for one Vote xe Choose wisely ,0
174,"b'@electmonitorng calls on @inecnigeria to ensure that every effort is made to ensure the timely opening of #polls statewide on Saturday 10th October 2020 as well as ensuring a free, fair, transparent and credible election. #OndoDecides2020 #Ondo2020 #OndoElection2020 #OndoDecides'", calls on to ensure that every effort is made to ensure the timely opening of statewide on Saturday th October as well as ensuring free fair transparent and credible election ,0
175,b'Ondo Poll: 1.4Million To Vote on Saturday https://t.co/E0jUvqSj1w  #nelocmedia #nelocnews #ONDO2020 #OndoDecides #OndoDecides2020', Ondo Poll Million To Vote on Saturday ,0
176,b'Our able Mr infrastructure  #AketiOutChallenge  #OndoDecides2020  #ONDO2020 https://t.co/viTz7OYTzN', Our able Mr infrastructure ,0
177,"b'hours before we vote?  In answer to a direct question to Mr Governor from Eyitayo Jegede, ""will you reduce the tuition fees  of our higher institutions?"" Aketi replied, ""I cannot reduce the fee"". QED #OndoDecides2020 #ONDO2020 #OndoDeservesBetter #OndoIsBetterWithPDP'", hours before we vote In answer to direct question to Mr Governor from Eyitayo Jegede will you reduce the tuition fees of our higher institutions Aketi replied cannot reduce the fee QED ,0
178,b'LIVE IN ONDO The neutrality of security agencies is crucial to achieving peaceful election in Ondo State - @bukolaidowu Executive Director @KDI_ng  #OndoDecides2020  #ONDO2020 https://t.co/zlPpH2u7aB', LIVE IN ONDO The neutrality of security agencies is crucial to achieving peaceful election in Ondo State Executive Director ,0
179,b'Ondo Decides 2020: Top Contender Yet To Arrive Home  #OndoDecides2020 #ONDO2020   SITUATION ROOM:\xf0\x9f\x91\x87 https://t.co/AWl3eNEpp0', Ondo Decides Top Contender Yet To Arrive Home SITUATION ROOM xf ,0
180,"b'Look at what I found  @OfficialPDPNig, @PDPVanguard, @inecnigeria be vigilant, this is Ondo State, Nigeria... Pathetic and Sad #OndoDecides2020 #ONDO2020 #OndoDeservesBetter #OndoElection2020 #OndoIsBetterWithPDP https://t.co/o4spWq5fTx'", Look at what found be vigilant this is Ondo State Nigeria Pathetic and Sad ,1
181,"b""Postpone #OndoDecides2020 Election or risk having it being an accomplice to the desired revolution. It (#ONDO2020) may stand as the only distraction from having #EndSARS Trend tomorrow but on the contrary,it may serve as the catalyst, because I don't see it un-volatile. #EndSARS""", Postpone Election or risk having it being an accomplice to the desired revolution It may stand as the only distraction from having Trend tomorrow but on the contrary it may serve as the catalyst because do not see it un volatile ,0
182,b'WATCH: Ondo 2020 Governorship Election: Before Ondo goes to vote  #OndoElection2020 #Ondo2020 #Election #EndSarsProtests #EndSarsNow #OndoDeservesBetter #OndoDecides2020 #OndoDebate2020 @RotimiAkeredolu @atiku @ProfOsinbajo @TayoJegedeSAN @AsiwajuTinubu https://t.co/B5MX44whYH', WATCH Ondo Governorship Election Before Ondo goes to vote ,0
183,b'Ondo 2020 Governorship Election: Before Ondo goes to vote   WATCH: https://t.co/K3z6OO57MZ #OndoElection2020 #Ondo2020 #Election #EndSarsProtests #EndSarsNow #OndoDeservesBetter #OndoDecides2020 #OndoDebate2020 @RotimiAkeredolu @atiku @ProfOsinbajo @TayoJegedeSAN @AsiwajuTinubu https://t.co/wryGXAGVui', Ondo Governorship Election Before Ondo goes to vote WATCH ,0
184,"b'#OndoDecides:\xc2\xa0Soldiers, police in a show of force ahead of guber poll | The Telegraph Nigeria  https://t.co/N52MQfleOY #thetelegraphng #OndoDecides2020 #OndoElection2020 #ONDO2020'", xc xa Soldiers police in show of force ahead of guber poll The Telegraph Nigeria ,0
185,b'Getting ready for the #OndoElection2020 live on https://t.co/qknoX7ZiN8  #OndoDecides2020 #ONDO2020 https://t.co/y0R2Qfgg8P', Getting ready for the live on ,0
186,"b'#Ondo2020: Current situation at INEC office, GRA, Akure  #OndoDecides2020 https://t.co/kt0Kl2I0Gb'", Current situation at INEC office GRA Akure ,0
187,b'We want Eyitayo Jegede @TayoJegedeSAN for Governor in ondo state 2020 on God \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbf #OndoDecides2020 #OndoDecides #OndoDeservesBetter #OndoIsBetterWithPDP #OndoElection2020 @OfficialPDPNig #Ondo2020 @realFFK #EndSARS #EndSARSProtest #EndSarsNow https://t.co/h6Ii6Q7wa4', We want Eyitayo Jegede for Governor in ondo state on God xe xa xef xb xf xf xbf ,0
188,b'LIVE UPDATES: #OndoDecides2020 https://t.co/1cvdJLURR9   #OndoDecides2020 #Ondo2020 #OndoElection2020', LIVE UPDATES ,0
189,b'#CDDAnalysisCentre tasks INEC on timely collation of results in areas with difficult terrain as #OndoDecides2020 https://t.co/AP2gVYXF8a #CDDAnalysisCentre #Ondo2020 #OndoLivesMatter https://t.co/YaMggai8iv', tasks INEC on timely collation of results in areas with difficult terrain as ,0
190,"b'A democracy group, the Centre for Democracy and Development (CDD), on Thursday, charged INEC to be proactive in the transmission of election results in areas with difficult terrain. https://t.co/nOWFGc7pT1 #CDDAnalysisCentre #OndoDecides2020 #OndoLivesMatter  #ONDO2020'", democracy group the Centre for Democracy and Development CDD on Thursday charged INEC to be proactive in the transmission of election results in areas with difficult terrain ,0
191,b'#Tinubu is yet to do a video for the #ONDO2020 @OfficialAPCNg candidate @RotimiAkeredolu \xf0\x9f\x98\x82\xf0\x9f\x98\x85 #OndoDecides2020  #OndoDeservesBetter  #OndoIsBetterWithPDP  #SayNoToGodfather  #ONDO2020', is yet to do video for the candidate xf xf ,0
192,b'#OndoDecides2020: CDD urges INEC on timely collation of results in areas with difficult terrain https://t.co/IMQiVuQUc9 #CDDAnalysisCentre #ONDO2020  #OndoDecides2020 #OndoLivesMatter https://t.co/nLX7iZaMwD', CDD urges INEC on timely collation of results in areas with difficult terrain ,0
193,"b'@electmonitorng calls on @inecnigeria to ensure that every effort is made to ensure the timely opening of polls statewide on Saturday 10th October 2020 as well as ensuring a free, fair, transparent and credible election. #OndoDecides2020 #Ondo2020 #OndoElection2020 #OndoDecides'", calls on to ensure that every effort is made to ensure the timely opening of polls statewide on Saturday th October as well as ensuring free fair transparent and credible election ,0
194,"b'We are Presently on Ground in Akure, Ondo State.  Our Situation room is set for Saturday 10th October, 2020 Election.  Report anything you SEE wrong or not Right.   #OndoDecides2020  #Ondo2020  #OndoDecides https://t.co/e4lsLDl6YV'", We are Presently on Ground in Akure Ondo State Our Situation room is set for Saturday th October Election Report anything you SEE wrong or not Right ,0
195,b'#LIVE UPDATES: #OndoDecides2020 https://t.co/1cvdJLURR9   #OndoDecides2020 #Ondoelection #OndoElectionUpdates #Ondo2020 #INEC #APC #PDP #ZLP', UPDATES ,0
196,"b'Aketi at Akure for 4 years can only point to the dualized road from High Court to Nepa roundabout, knowing fully well, there was one smooth lane before the dualization.\xf0\x9f\x92\x94\xf0\x9f\x92\x94\xf0\x9f\x92\x94  Say no to AKETI, #OndoDecides2020 #Ondo2020 #OndoDeservesBetter'", Aketi at Akure for years can only point to the dualized road from High Court to Nepa roundabout knowing fully well there was one smooth lane before the dualization xf xf xf Say no to AKETI ,0
197,"b'@inecnigeria Briefing of Accredited Election Observers for the 2020 Ondo State Governorship Election on going at Solton Hotel, Ijapo, Akure, Ondo State. #OndoDecides2020 #OndoDecides #Ondo2020 #OndoElection2020 #ondo https://t.co/FKNRS9dPV6'", Briefing of Accredited Election Observers for the Ondo State Governorship Election on going at Solton Hotel Ijapo Akure Ondo State ,0
198,b'When will Ondo state EndSARSProtest commence??#EndSarsNow #EndSARS #OndoDecides2020  #Ondo2020', When will Ondo state EndSARSProtest commence ,0
199,"b'Make sure to think, before you take any action. #WeTheWomen #Register #Participate #Vote #ondodecides2020 #Ondo2020 https://t.co/Y2mcgYe6vz'", Make sure to think before you take any action ,0
200,b'Few days to go ....who deserves to lead the people of ondo state for the next four years?  #Ondo2020 #ondoelection2020 #OndoDeservesBetter #OndoDecides2020 https://t.co/RbtbhoYf2a', Few days to go who deserves to lead the people of ondo state for the next four years ,0
201,"b'@channelstv Just wait until the election debate hits the topic of education and see Aketi shoot himself on the foot, educational sector has failed under him. #OndoDecides2020  #Channel  #Ondo2020  #OndoDeservesBetter @channelstv  @seunokin'", Just wait until the election debate hits the topic of education and see Aketi shoot himself on the foot educational sector has failed under him ,0
202,"b'Just wait until the election debate hits the topic of education and see Aketi shoot himself on the foot, educational sector has failed under him. #OndoDecides2020  #Channel  #Ondo2020  #OndoDeservesBetter'", Just wait until the election debate hits the topic of education and see Aketi shoot himself on the foot educational sector has failed under him ,0
203,b'Omo see punchline\xf0\x9f\x98\xb9\xf0\x9f\x98\xb9 @TayoJegedeSAN  would verbally injure @RotimiAkeredolu tonight #OndoDecides2020 #Ondo2020', Omo see punchline xf xb xf xb would verbally injure tonight ,0
204,"b'Ondo State election is not going to be easy for PDP @OfficialPDPNig , except God intercede for the good people of Ondo State. \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84 #OndoDecides2020 #OndoDeservesBetter #OndoIsBetterWithPDP #Ondo2020'", Ondo State election is not going to be easy for PDP except God intercede for the good people of Ondo State xf xf xf xf xf ,0
205,"b'As ZLP candidate, Agboola Ajayi in the Ondo 2020 decamped tonight ??  #OndoDecides2020 #edgarobare #COVID19 #Mulla4Tacha #workingfromhome #room406 #mangago #lagosprotest #OndoDecides #OndoDeservesBetter #Ondo2020 #OndoIsBetterWithPDP #OndoDebate2020 #OndoForEyi #OndoPDPFinale'", As ZLP candidate Agboola Ajayi in the Ondo decamped tonight ,0
206,"b'After the order of Tinubu?  But honestly, I wish we can have more broadcasts like this from the VP or his principal on critical matters of National importance.  #OndoDecides2020 #EndSarsProtests #OndoDecides #Ondo2020 #EndSARS #COVID19 https://t.co/9iLtq38gFu'", After the order of Tinubu But honestly wish we can have more broadcasts like this from the VP or his principal on critical matters of National importance ,0
207,"b'I was glad to join the NWC of my party @ADCNig in a press conference, as we prepare to flag down our campaign in preparation for the upcoming election. We are optimistic and assured of a victorious end. In God we Trust!  #Toluwalase2020  #Ondo2020  #OndoDecides2020  #Vote4ADC https://t.co/SolDRqakd0'", was glad to join the NWC of my party in press conference as we prepare to flag down our campaign in preparation for the upcoming election We are optimistic and assured of victorious end In God we Trust ,0
208,"b""Extremely busy week , I can't even attend to my online messages , dear @Dsocksworld1 am sorry not had your time  for some weeks now, we are bouncing back stronger and better .  #akure #room306 #election #OndoDecides2020 #Ondo2020""", Extremely busy week can not even attend to my online messages dear am sorry not had your time for some weeks now we are bouncing back stronger and better ,0
209,"b""#OndoDecides2020  #Ondo2020  #ondoelection  Election isn't war.""", Election is not war ,0
210,"b""Don't Jump Fence For Person Wey No Fit Jump Gutter For You   \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb    OndoStateElection  #OndoDecides2020 #Ondo2020 #OndoDeservesBetter #wizkidayo #wednesdaymorning #room306 #room402 @Segunmimiko @RotimiAkeredolu @AAUAdvancement""", do not Jump Fence For Person Wey No Fit Jump Gutter For You xf xf xbb xf xf xbb xf xf xbb OndoStateElection ,0
211,b'Over 200 fake security agents lodging in different Hotels in Owo &amp; Akure. The fake security agents were imported into Ondo by Gov Bello for #OndoDecides2020. Same thing he almost did in Edo but drew back as a result of US Visa ban. I urge #Ondo2020 Election Observers to take note https://t.co/SX1Vblg3G7', Over fake security agents lodging in different Hotels in Owo amp Akure The fake security agents were imported into Ondo by Gov Bello for Same thing he almost did in Edo but drew back as result of US Visa ban urge Election Observers to take note ,0
212,b'#Ondo2020 nothing shall discourage us because we deserve better!  @AAjayiAgboola \xe2\x9c\x8c\xef\xb8\x8f @AkureHowFar  @CB_Olusa  @OndoTv  #agbogboye #Aketiout #Ondo2020 #OndoDecides #OndoDeservesBetter #ondoelection #OndoDecides2020 #AketILied #Votenotfight #VoteHimOut2020 https://t.co/jLQOsmxGIJ', nothing shall discourage us because we deserve better xe xef xb ,0
213,b'Follow Leaders with vision or you too can be that leader with vision. #WeTheWomen #Register #Participate #Vote #OndoDecides2020 #OndoDecides #Ondo2020 https://t.co/8vyQmzsQmc', Follow Leaders with vision or you too can be that leader with vision ,0
214,"b'SaharaReporters: Ondo Poll: Confusion As SDP Candidate Supports @RotimiAkeredolu, Runningmate Backs @TayoJegedeSAN | Sahara Reporters https://t.co/MHIPboiJ2p  #OndoDecides2020 #Ondo2020 https://t.co/iX70GicCEI'", SaharaReporters Ondo Poll Confusion As SDP Candidate Supports Runningmate Backs Sahara Reporters ,0
215,"b""SaharaReporters: Ondo Poll: @CDDWestAfrica Expresses Concerns Over @inecnigeria's Reliance On NURTW Members For Transportation Of Electoral Materials | Sahara Reporters https://t.co/of2bHP9rSQ #OndoDecides2020 #Ondo2020 https://t.co/HhnLsKTX0Z""", SaharaReporters Ondo Poll Expresses Concerns Over Reliance On NURTW Members For Transportation Of Electoral Materials Sahara Reporters ,0
216,"b""Ondo Poll: @CDDWestAfrica Expresses Concerns Over @inecnigeria's Reliance On NURTW Members For Transportation Of Electoral Materials | Sahara Reporters https://t.co/Ud07QersG7 #OndoDecides2020 #Ondo2020 https://t.co/U1tguVUcjy""", Ondo Poll Expresses Concerns Over Reliance On NURTW Members For Transportation Of Electoral Materials Sahara Reporters ,0
217,"b'Ondo Poll: Confusion As SDP Candidate Supports @RotimiAkeredolu, Runningmate Backs @TayoJegedeSAN | Sahara Reporters https://t.co/ejraQLuYA6  #OndoDecides2020 #Ondo2020 https://t.co/hHo3iMw5jI'", Ondo Poll Confusion As SDP Candidate Supports Runningmate Backs Sahara Reporters ,0
218,b'2 plots of Land for sale in Ondo city Behind westley university  Along IFE road  #600000(naira) D.M if interested  #OndoDecides2020 #OndoDeservesBetter #Ondo2020 #ondoelection @OndoStateToday @OndoFirstBorn @ondolady', plots of Land for sale in Ondo city Behind westley university Along IFE road naira if interested ,0
219,"b'Ondo Poll: Confusion As SDP Candidate Supports @RotimiAkeredolu, Runningmate Backs @TayoJegedeSAN | Sahara Reporters https://t.co/UjZvucKf90  #OndoDecides2020 #Ondo2020 https://t.co/uSv7OXW4RK'", Ondo Poll Confusion As SDP Candidate Supports Runningmate Backs Sahara Reporters ,0
220,"b""Ondo Poll: @CDDWestAfrica Expresses Concerns Over @inecnigeria's Reliance On NURTW Members For Transportation Of Electoral Materials | Sahara Reporters https://t.co/TaXRXGkBHR #OndoDecides2020 #Ondo2020 https://t.co/Hiy2x2CRpQ""", Ondo Poll Expresses Concerns Over Reliance On NURTW Members For Transportation Of Electoral Materials Sahara Reporters ,0
221,"b'As #OndoDecides2020; @CDDWestAfrica Observers engaged in role play on situation to adopt the Tender Ballot, at the Day 2 of the session in Okitipupa LGA covering Ondo South Senatorial District.   Question: Does you know the use of the Tender Ballot? #Ondo2020  @HassanIdayat https://t.co/SV0sxzrANQ'", As Observers engaged in role play on situation to adopt the Tender Ballot at the Day of the session in Okitipupa LGA covering Ondo South Senatorial District Question Does you know the use of the Tender Ballot ,0
222,"b'The governorship candidate of the Peoples Democratic Party (PDP) in Ondo State, Eyitayo Jegede (SAN), is optimistic of winning the election. Can he realise his ambition https://t.co/dWSnGTg35d #OndoDecides2020 #Ondo2020'", The governorship candidate of the Peoples Democratic Party PDP in Ondo State Eyitayo Jegede SAN is optimistic of winning the election Can he realise his ambition ,0
223,b'Ondo Decides 2020: Army Chief Tells Officers To Uphold Standard Raised In Edo  #ondodecides2020 #Ondo2020  https://t.co/4PMPPa4Xim', Ondo Decides Army Chief Tells Officers To Uphold Standard Raised In Edo ,0
224,"b'In the last three weeks, inter-party confrontations had peaked and campaigns marred with violence in Akure, Owo, Ijebu-Owo, Ipele and Akoko axis, with the APC and PDP trading blames.  https://t.co/GpRmz5fDgj #Ondo2020 #OndoDecides2020'", In the last three weeks inter party confrontations had peaked and campaigns marred with violence in Akure Owo Ijebu Owo Ipele and Akoko axis with the APC and PDP trading blames ,1
225,b'Stakeholders Preach Peace as Candidates Sign Pact Ahead of Ondo Governorship Election | The Sight News  @inecnigeria #ONDO2020 #OndoDecides2020  READ MORE \xc2\xa0 https://t.co/4qT5XJTyrt', Stakeholders Preach Peace as Candidates Sign Pact Ahead of Ondo Governorship Election The Sight News READ MORE xc xa ,0
226,"b'Thanks to the organisers of @StopVAWIP towards the \xf0\x9f\x8c\x9f#ondo2020 election, for re-assuring women voices can be heard even in the face of intimidation! @jdpmcosogbo1 #JDPCONDO #OndoDecides2020 @NDI @USAID @UKaid @YouthPollNaija @ondodecide2020 https://t.co/3Fup2kgiTU'", Thanks to the organisers of towards the xf election for re assuring women voices can be heard even in the face of intimidation ,1
227,b'Vote the person who will revive your state.  Jegede is right for the job.  #OndoDecides2020 #OndoDeservesBetter #OndoNoBeLagos #ONDO2020 #AtikuKawai2023ForJegede2020 #AtikuKawai2023 #AtikuNikan2023Jegede2020 https://t.co/dDoZdAo2Uf', Vote the person who will revive your state Jegede is right for the job ,0
228,"b'#ONDO2020: Ondo State Governor, Arakunrin  , SAN, who is the candidate of the  @OfficialAPCNg   and other candidates of other political parties have signed a peace accord for the October 10, 2020 governorship election. #AketiForEight #OndoDecides2020 https://t.co/ku1k92Vb2t'", Ondo State Governor Arakunrin SAN who is the candidate of the and other candidates of other political parties have signed peace accord for the October governorship election ,0
229,"b'#ONDO2020: Ondo State Governor, Arakunrin @RotimiAkeredolu, SAN, who is the candidate of the @OfficialAPCNg and other candidates of other political parties have signed a peace accord for the October 10, 2020 governorship election. #AketiForEight #OndoDecides2020 https://t.co/amgFkaQ5hN'", Ondo State Governor Arakunrin SAN who is the candidate of the and other candidates of other political parties have signed peace accord for the October governorship election ,0
230,b'They always say Power is Power but I have one believed that People are Power and God is Superior.  On Saturday Ondo people will proof me Right.  #OndoDecides2020 #OndoDeservesBetter #OndoNoBeLagos #ONDO2020 #AtikuKawai2023ForJegede2020 #AtikuKawai2023 #AtikuNikan2023Jegede2020 https://t.co/wvk9g2gXP2', They always say Power is Power but have one believed that People are Power and God is Superior On Saturday Ondo people will proof me Right ,0
231,b'Remember our Unity irrespective of our Political differences is our Power against our common enemies.  Stand Up for what is right and be United.  #ondodecides2020 #OndoDeservesBetter #ondomustbedelivered #Ondo2020  @inecnigeria @CTVpolitics @PoliceNG @EiENigeria @UKinNigeria', Remember our Unity irrespective of our Political differences is our Power against our common enemies Stand Up for what is right and be United ,1
