ID,tweet,tweet,0
1866, Now dey safe to say dey safe to say Ize Iyamu na Obaseki political girlfriend Obaseki romance Ize Iyamu from APC four years ago romance am dis year and almost dun give am belle from PDP , Now dey safe to say dey safe to say Ize Iyamu na Obaseki political girlfriend Obaseki romance Ize Iyamu from APC four years ago romance am dis year and almost dun give am belle from PDP ,0
1867, BREAKING NEWS Everywhere sweet for PDP for inside di as Obaseki dun dey give Ize Iyamu fly nodding for where Oshiomole and Tinubu dey PDP pipo dun dey sing as be like say dem dey win APC with plenty votes , BREAKING NEWS Everywhere sweet for PDP for inside di as Obaseki dun dey give Ize Iyamu fly nodding for where Oshiomole and Tinubu dey PDP pipo dun dey sing as be like say dem dey win APC with plenty votes ,0
1868, Stop to dey shout Wait make INEC calculate everything den release di results Inec calculator fit get fault Just calm down , Stop to dey shout Wait make INEC calculate everything den release di results Inec calculator fit get fault Just calm down ,0
1869, On the road for driving from Michigan to West Virginia it was more than 10 to 1 vs signs , On the road for driving from Michigan to West Virginia it was more than to vs signs ,0
1870, Obaseki dey win for some places Ize Iyamu dey win for some places Make we wait for to yarn us update and who go win di Edo Election , Obaseki dey win for some places Ize Iyamu dey win for some places Make we wait for to yarn us update and who go win di Edo Election ,0
1871, Edo be fair to yourself By this mean both the hapless electorate and the powers that be should be altruistic , Edo be fair to yourself By this mean both the hapless electorate and the powers that be should be altruistic ,1
1872, only assumes it was an accident because unlike Joe did not stipulate 12 billion under the table bribe for facilitating the deal , only assumes it was an accident because unlike Joe did not stipulate billion under the table bribe for facilitating the deal ,1
1873, xe2 x80 x9cWhen they start moving from one polling unit to the other follow them bumper to bumper don xe2 x80 x99t give any excuse xe2 x80 x9d Wike 2020 , xe cWhen they start moving from one polling unit to the other follow them bumper to bumper don xe give any excuse xe Wike ,0
1874, xe2 x80 x9cDo not be violent but do not allow them to rig you xe2 x80 x9d Wike 2020 , xe cDo not be violent but do not allow them to rig you xe Wike ,1
1875, Do you want to pay more taxes 82 of Americans , Do you want to pay more taxes of Americans ,0
1876, That certainly puts clear perception on this , That certainly puts clear perception on this ,0
1877, After awhile you learn what sells , After awhile you learn what sells ,0
1878, Thursday FREE PREVI3W LOCK HIM UP Make America Democracy Again Last week was surprisingly fun 8 30 pm , Thursday FREE PREVI LOCK HIM UP Make America Democracy Again Last week was surprisingly fun pm ,0
1879, Read before going to the polling Booth for Committee , Read before going to the polling Booth for Committee ,0
1880, It does not worth it if you lose your life because of Obaseki or APC in the Edo election My advice to you electorates is to cast your votes peaceful Let God decide the fate of Edo 2020 election Please stay alive , It does not worth it if you lose your life because of Obaseki or APC in the Edo election My advice to you electorates is to cast your votes peaceful Let God decide the fate of Edo election Please stay alive ,0
1881, What did Joe who has gotten incredibly rich in office ever do PERSONALLY for the Black Community gave monetary gifts to black businessmen personally , What did Joe who has gotten incredibly rich in office ever do PERSONALLY for the Black Community gave monetary gifts to black businessmen personally ,0
1882, On running neck and neck in poll , On running neck and neck in poll ,0
1883, As sums up the choice between vs , As sums up the choice between vs ,0
1884, To those of you who think and are the same You could not be more cking wrong It xe2 x80 x99s either DEMOCRACY the thing we xe2 x80 x99ve been enjoying for the last 250 years or so or NAZI GERMANY with the rotting yam , To those of you who think and are the same You could not be more cking wrong It xe either DEMOCRACY the thing we xe ve been enjoying for the last years or so or NAZI GERMANY with the rotting yam ,0
1885, How you all voted for your favorite housemate this weekend xf0 x9f x91 xa8 xf0 x9f x8f xbe xe2 x80 x8d xf0 x9f xa6 xaf xf0 x9f x91 xa8 xf0 x9f x8f xbe xe2 x80 x8d xf0 x9f xa6 xaf Looks like the land is green , How you all voted for your favorite housemate this weekend xf xa xf xbe xe xf xa xaf xf xa xf xbe xe xf xa xaf Looks like the land is green ,0
1886, Vote the person who will revive your state Jegede is right for the job , Vote the person who will revive your state Jegede is right for the job ,0
1887, WATCH LIVE Latest on Storm headed for , WATCH LIVE Latest on Storm headed for ,0
1888, WATCH LIVE STORM , WATCH LIVE STORM ,0
1889, xf0 x9f x8e x89 xf0 x9f x98 x83All radio 24 7 Channel 1 Radio is ON xf0 x9f x95 xba xf0 x9f x8f xbb xf0 x9f x91 x80 , xf xf All radio Channel Radio is ON xf xba xf xbb xf ,0
1890, WATCH LIVE nears , WATCH LIVE nears ,0
1891, Edolite you must be vigilant The thief is wiser than the owner especially in the night Move to your collation center and depends your right , Edolite you must be vigilant The thief is wiser than the owner especially in the night Move to your collation center and depends your right ,1
1892, If Nigeria politicians serve the people well and make great development they will not need to bribe Nigerians to vote for them , If Nigeria politicians serve the people well and make great development they will not need to bribe Nigerians to vote for them ,0
1893, Someone should please increase the volume those at the back cannot hear this , Someone should please increase the volume those at the back cannot hear this ,0
1894, Breaking New Godwin Obaseki wins state election Final Results From All LGAs Accredited VOTERS 557443 223619 307955 Obaseki wins with difference of 84 336 votes , Breaking New Godwin Obaseki wins state election Final Results From All LGAs Accredited VOTERS Obaseki wins with difference of votes ,0
1895, endorses he is not FreePressers , endorses he is not FreePressers ,0
1896, Edges Among Far Ahead of 2016 via , Edges Among Far Ahead of via ,0
1897, Gets Life Changing News Weeks Before , Gets Life Changing News Weeks Before ,0
1898, interference style , interference style ,0
1899, fought tooth amp nail to keep everything closed so they could steal the by way of , fought tooth amp nail to keep everything closed so they could steal the by way of ,0
1900, It should be on every Presidential ballot and who xe2 x80 x99s to blame pouring money in actoss the country to kill democracy rather than NOT run half assed lame campaign exciting no one to vote FOR just unenthusiastically vote against amp that xe2 x80 x99s bad formula like HRC , It should be on every Presidential ballot and who xe to blame pouring money in actoss the country to kill democracy rather than NOT run half assed lame campaign exciting no one to vote FOR just unenthusiastically vote against amp that xe bad formula like HRC ,1
1901, politics mods not any stories when it comes to during , politics mods not any stories when it comes to during ,0
1902, Stunning Clip Reveals Betrayed xe2 x80 x93 GOP Presidential , Stunning Clip Reveals Betrayed xe GOP Presidential ,0
1903, Biden Scores Big Endorsement From Communist Party Leader , Biden Scores Big Endorsement From Communist Party Leader ,0
1904, Thousands DITCH After Leads To Of The via , Thousands DITCH After Leads To Of The via ,0
1905, Flash From The Past Starts By Praising via , Flash From The Past Starts By Praising via ,0
1906, Joe leads in several key swing states With 51 days to go polls suggest that Biden xe2 x80 x99s lead is holding , Joe leads in several key swing states With days to go polls suggest that Biden xe lead is holding ,0
1907, May God ANYONE awaken the haters enablers amp ignorant followers of who don xe2 x80 x99t grasp the depths of harm they do in his name For it xe2 x80 x99s xe2 x80 x9cthese xe2 x80 x9d individuals who are the breeders spreaders not only of the words of sociopathic self serving despot but also of , May God ANYONE awaken the haters enablers amp ignorant followers of who don xe grasp the depths of harm they do in his name For it xe xe cthese xe individuals who are the breeders spreaders not only of the words of sociopathic self serving despot but also of ,1
1908, Would election in Nigeria ever be free and fair The wait continues , Would election in Nigeria ever be free and fair The wait continues ,0
1909, Democratic Pollster Predicts Huge Trump Win on Election Night xe2 x80 x94 But Says Biden Will End Up Winning Within Week Read More omaha omaha , Democratic Pollster Predicts Huge Trump Win on Election Night xe But Says Biden Will End Up Winning Within Week Read More omaha omaha ,0
1910, All hands on deck to secure Edo for , All hands on deck to secure Edo for ,0
1911, The National Chamber of Electrical Manufactures supports the candidacy of Mr Juan Rosales for his election as member of the Council Board CB of the International Electrotechnical Commission IEC , The National Chamber of Electrical Manufactures supports the candidacy of Mr Juan Rosales for his election as member of the Council Board CB of the International Electrotechnical Commission IEC ,0
1912, Where are you guys viewing the official results , Where are you guys viewing the official results ,0
1913, The mood from situation in Benin Edo State is delightful indeed defied all conditional expectation of heavy defeat am very proud and happy for the people of Edo State , The mood from situation in Benin Edo State is delightful indeed defied all conditional expectation of heavy defeat am very proud and happy for the people of Edo State ,0
1914, What is with only 5 LGA self In 2016 he won only 5 LGA In 2020 he also won only 5 LGA politician that cannot win more than 5 LGA in 8years is political liability , What is with only LGA self In he won only LGA In he also won only LGA politician that cannot win more than LGA in years is political liability ,0
1915, Ganduje we will isolate Wike to Isolation centre Wike will work from Isolation xf0 x9f xa4 xaa xf0 x9f xa4 xaa , Ganduje we will isolate Wike to Isolation centre Wike will work from Isolation xf xa xaa xf xa xaa ,0
1916, If you no go school try get sense If you no get sense try control your mouth , If you no go school try get sense If you no get sense try control your mouth ,0
1917, Attention if you are following and am not following back indicate If you are following me and do not engage your tweet indicate If you follow me and delay in following back indicate Its victory for Edo people , Attention if you are following and am not following back indicate If you are following me and do not engage your tweet indicate If you follow me and delay in following back indicate Its victory for Edo people ,0
1918, Where is Where is Where is Where is Where is Where is Where is Where is Where is Where is , Where is Where is Where is Where is Where is Where is Where is Where is Where is Where is ,0
1919, Obaseki called in Political strategist Wike they brought three thieves Obaseki was saying what he has done and what he will do they said it is lie Finally Obaseki was prepared but they were up to grab power at all cost , Obaseki called in Political strategist Wike they brought three thieves Obaseki was saying what he has done and what he will do they said it is lie Finally Obaseki was prepared but they were up to grab power at all cost ,0
1920, The Romans are in Church the Catholics are praying for the Success of Obaseki , The Romans are in Church the Catholics are praying for the Success of Obaseki ,0
1921, Tinubu was forming God to the God father of Edo politics Imagine even seating down and addressing Edo people Telling them wo to vote and reason to vote him As what , Tinubu was forming God to the God father of Edo politics Imagine even seating down and addressing Edo people Telling them wo to vote and reason to vote him As what ,0
1922, Breaking news If you mother collected wrapper with her voters card tell her not to wear it for now for security reasons , Breaking news If you mother collected wrapper with her voters card tell her not to wear it for now for security reasons ,0
1923, Oshomole and his party swept out of Edo by their own broom follow back if you follow me , Oshomole and his party swept out of Edo by their own broom follow back if you follow me ,0
1924, if you play Ize Iyamu to win please cash out repeat please cash out , if you play Ize Iyamu to win please cash out repeat please cash out ,0
1925, Wike is political strategist that early alarm of hostage rattled APC plans world wide even trended it immediately While APC where taking decision on Wike release Wike and Obaseki are advancing their strategy , Wike is political strategist that early alarm of hostage rattled APC plans world wide even trended it immediately While APC where taking decision on Wike release Wike and Obaseki are advancing their strategy ,0
1926, APC has no candidate in Edo state even if beating them in the Poll Obaseki will finish them in court , APC has no candidate in Edo state even if beating them in the Poll Obaseki will finish them in court ,0
1927, APC brought three thieves in Eso 1 Mace thief Omoagege 2 Dollar thief Ganduje 3 Supreme Court thief Hope Uzodinma PDP brought only one political strategist Neysom Wike , APC brought three thieves in Eso Mace thief Omoagege Dollar thief Ganduje Supreme Court thief Hope Uzodinma PDP brought only one political strategist Neysom Wike ,1
1928, Breaking News Oshomole Pastor abeg find credit take call Godwin don red oooh Pastor xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x98 xad , Breaking News Oshomole Pastor abeg find credit take call Godwin don red oooh Pastor xf xad xf xad xf xad xf xad xf xad ,0
1929, Obaseki is winning in Edo people are renoicing in Lagos This life no balance at all Follow me follow back as soon as possible , Obaseki is winning in Edo people are renoicing in Lagos This life no balance at all Follow me follow back as soon as possible ,0
1930, Breaking News Godwin Obaseki restle against flesh and blood and came out victorious Pastor Ize Iyamu flesh Adams Oshomole blood Follow me follow back , Breaking News Godwin Obaseki restle against flesh and blood and came out victorious Pastor Ize Iyamu flesh Adams Oshomole blood Follow me follow back ,0
1931, Breaking News Meet Godwin Obaseki the first position to defeat two APC chieftain Home and Away Oshomole Lost APC chairman and Godfather position Ize Iyamu beaten in PDP 2016 and in APC 2020 Follow me follow back , Breaking News Meet Godwin Obaseki the first position to defeat two APC chieftain Home and Away Oshomole Lost APC chairman and Godfather position Ize Iyamu beaten in PDP and in APC Follow me follow back ,1
1932, Breaking News Obaseki beat Oshomole home and away Lost APC chairman and Godfather position Obaseki beat is beating Ize Iyamu home and away best him in PDP and in APC Follow me follow back , Breaking News Obaseki beat Oshomole home and away Lost APC chairman and Godfather position Obaseki beat is beating Ize Iyamu home and away best him in PDP and in APC Follow me follow back ,1
1933, Breaking News God has way to balance things All those Obaseki commissioners and Appointees that waited to collect their August salary before they resigned God just just created that vacuum to accommodate the incoming PDP guys , Breaking News God has way to balance things All those Obaseki commissioners and Appointees that waited to collect their August salary before they resigned God just just created that vacuum to accommodate the incoming PDP guys ,0
1934, Breaking News Someone please reach out to get why , Breaking News Someone please reach out to get why ,0
1935, Breaking News Hear me one with Wike is Majority Also hear me , Breaking News Hear me one with Wike is Majority Also hear me ,0
1936, While breaking news please do not forget APC has no candidate in Edo state After beating them at the poll Obaseki will also beat them in court Hear me , While breaking news please do not forget APC has no candidate in Edo state After beating them at the poll Obaseki will also beat them in court Hear me ,0
1937, All of sudden has become NCDC xe2 x80 x99s spokesman Instead of update na update una dey post now xf0 x9f xa4 xaa xf0 x9f xa4 xaa , All of sudden has become NCDC xe spokesman Instead of update na update una dey post now xf xa xaa xf xa xaa ,0
1938, Where is Tony Kabaka Where is Where is it is almost 5am PDP faithful are gathered at collation centres across Edo state mounting vigilant cooking and chanting , Where is Tony Kabaka Where is Where is it is almost am PDP faithful are gathered at collation centres across Edo state mounting vigilant cooking and chanting ,0
1939, Edo PDP leave situation room you need to have someone like Uche Onyeagocha of am going to state that will tear any fake result that will be smuggled in and also an Orubebe that will tell them we will not take this , Edo PDP leave situation room you need to have someone like Uche Onyeagocha of am going to state that will tear any fake result that will be smuggled in and also an Orubebe that will tell them we will not take this ,0
1940, Wike single handedly rendered Rotimi Amaechi Importent Wike is making Oshomole homeless Dike eji eje mba title is not for kids , Wike single handedly rendered Rotimi Amaechi Importent Wike is making Oshomole homeless Dike eji eje mba title is not for kids ,0
1941, Hope Uzodinma to Ganduje and other Governors and Chieftain You know am first time governor this issue of US and UK visa ban threat Let do the much we can , Hope Uzodinma to Ganduje and other Governors and Chieftain You know am first time governor this issue of US and UK visa ban threat Let do the much we can ,0
1942, Where is Where is Please let us someone locate them and watch their moves When ever members are silent they are planning evil repeat eyes on their moves , Where is Where is Please let us someone locate them and watch their moves When ever members are silent they are planning evil repeat eyes on their moves ,1
1943, IGUEBEN LGA Sealed for PDP Follow me for more news update on follow back as soon as possible , IGUEBEN LGA Sealed for PDP Follow me for more news update on follow back as soon as possible ,0
1944, LGA IGUEBEN Ward RA EKEKHEN IDUMUOGO EGBIKI 5 xc2 xa0Polling Units Follow me for more news update on follow back as soon as possible , LGA IGUEBEN Ward RA EKEKHEN IDUMUOGO EGBIKI xc xa Polling Units Follow me for more news update on follow back as soon as possible ,0
1945, Esan west Ogwa Ukpoho Primary School and School II Unit 001 amp 002 Follow me for more news update on follow back as soon as possible , Esan west Ogwa Ukpoho Primary School and School II Unit amp Follow me for more news update on follow back as soon as possible ,0
1946, Esan West Ogwa Lower izegen Unit 008 Follow me for more news update on follow back as soon as possible , Esan West Ogwa Lower izegen Unit Follow me for more news update on follow back as soon as possible ,0
1947, Esan West Ogwa Square Primary School II Unit 005 Follow me for more news update on follow back as soon as possible , Esan West Ogwa Square Primary School II Unit Follow me for more news update on follow back as soon as possible ,0
1948, Esan West Ogwa Ogwa upper Izogen II Unit 009 Follow me for more news update on follow back as soon as possible , Esan West Ogwa Ogwa upper Izogen II Unit Follow me for more news update on follow back as soon as possible ,0
1949, Akoko Edo Makeke by Agbala house Unit 005 Follow me for more news update on follow back as soon as possible , Akoko Edo Makeke by Agbala house Unit Follow me for more news update on follow back as soon as possible ,0
1950, Esan west Ogwa Ukpogo Primary school Unity 001 Follow me for more news update on follow back as soon as possible , Esan west Ogwa Ukpogo Primary school Unity Follow me for more news update on follow back as soon as possible ,0
1951, Esan west Ogwa Equare primary school II Unit 006 Follow me for more news update on follow back as soon as possible , Esan west Ogwa Equare primary school II Unit Follow me for more news update on follow back as soon as possible ,0
1952, Follow me for more news update on follow back as soon as possible , Follow me for more news update on follow back as soon as possible ,0
1953, Sean West Ogwa Ogwa Upper Izogen II Unit 009 Follow me for more news update on follow back as soon as possible , Sean West Ogwa Ogwa Upper Izogen II Unit Follow me for more news update on follow back as soon as possible ,0
1954, Akoko Edo Makeke Ojah by Obas house Unit 010 Follow me for more news update on follow back as soon as possible , Akoko Edo Makeke Ojah by Obas house Unit Follow me for more news update on follow back as soon as possible ,0
1955, Akoke Edo Igatra II Ufa II Unit 014 Follow me for more news update on follow back as soon as possible , Akoke Edo Igatra II Ufa II Unit Follow me for more news update on follow back as soon as possible ,0
1956, Goodluck to the people of Edo State as they head to the polling unit today Remember to Vote wisely , Goodluck to the people of Edo State as they head to the polling unit today Remember to Vote wisely ,0
1957, They said vote and go home Edo pple resisted Edo people came early to monitor unit Edo pple voted amp stayed back Edo pple monitored the voting Edo pple kept vigilant for their vote Edo pple at collation with duvet mosquito nets pots and firewood , They said vote and go home Edo pple resisted Edo people came early to monitor unit Edo pple voted amp stayed back Edo pple monitored the voting Edo pple kept vigilant for their vote Edo pple at collation with duvet mosquito nets pots and firewood ,0
1958, Follow me for more news update on , Follow me for more news update on ,0
1959, Wike to PDP Party collation agents When your boyfriend go outside to answer call follow him , Wike to PDP Party collation agents When your boyfriend go outside to answer call follow him ,0
1960, agree believe the is for the benefit of one Just like all the political ads the RNC played in DC so trump could see himself and the campaign going aggressively after waste of money because he can not win DC , agree believe the is for the benefit of one Just like all the political ads the RNC played in DC so trump could see himself and the campaign going aggressively after waste of money because he can not win DC ,0
1961, Nigeria Insecurity Why Nigeria Is Not Getting Foreign Support Ex Foreign Minister That is why we were able to stop Boko Haram in their tracks Mr Wali denied allegations that the Nigerian government at the time declined support xc2 xa0 , Nigeria Insecurity Why Nigeria Is Not Getting Foreign Support Ex Foreign Minister That is why we were able to stop Boko Haram in their tracks Mr Wali denied allegations that the Nigerian government at the time declined support xc xa ,1
1962, what is happening in your area as the gubernatorial election build up Drop your updates using , what is happening in your area as the gubernatorial election build up Drop your updates using ,0
1963, Professor Nyesom Wike Dean Faculty of Political Engineering , Professor Nyesom Wike Dean Faculty of Political Engineering ,0
1964, typical tweet from dishonest journalist who does not care about covid restrictions when reporting on riots amp protests DEMAND MEDIA REFORM All reporters should be required to state party affiliation on all reports , typical tweet from dishonest journalist who does not care about covid restrictions when reporting on riots amp protests DEMAND MEDIA REFORM All reporters should be required to state party affiliation on all reports ,0
1965, This woman said the best part of the Edo election is the constant power supply , This woman said the best part of the Edo election is the constant power supply ,0
1966, Ize iyamu will win the election polls and counts but obaseki will remain in office do not ask me how xf0 x9f x98 x82 , Ize iyamu will win the election polls and counts but obaseki will remain in office do not ask me how xf ,0
1967, Congratulations to the good people of Edo State Like play like Play , Congratulations to the good people of Edo State Like play like Play ,0
1968, 65 APC FC hope of retaining the Edo Premier League still in jeopardy Despite pre match words of encouragement by club legend Asiwaju Tinubu the APC team is losing 2 goals to 11 , APC FC hope of retaining the Edo Premier League still in jeopardy Despite pre match words of encouragement by club legend Asiwaju Tinubu the APC team is losing goals to ,0
1969, See what happens when tvc correspondent asks voters at Uromi why they are not wearing their face masks , See what happens when tvc correspondent asks voters at Uromi why they are not wearing their face masks ,0
1970, BREAKING NEWS The most awaited Kano LGA of Edo state is here OREDO LG PDP 43 498 APC 18 365 Congratulations Obaseki , BREAKING NEWS The most awaited Kano LGA of Edo state is here OREDO LG PDP APC Congratulations Obaseki ,0
1971, What kind of break is that finish announcing this thing Oga , What kind of break is that finish announcing this thing Oga ,0
1972, Is Obasekei from this Ikpoba Okha LGA because they cleared everything there , Is Obasekei from this Ikpoba Okha LGA because they cleared everything there ,0
1973, This man on is saying VORERS xf0 x9f xa4 xa3 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 Whatever sir as far as we hear the numbers well others are insignificant , This man on is saying VORERS xf xa xa xf xf xf xf Whatever sir as far as we hear the numbers well others are insignificant ,0
1974, xe2 x80 x99m now stalked to till whenever the final result is announce , xe now stalked to till whenever the final result is announce ,0
1975, This man can stay in BOUDILLION and make this senseless video xe2 x80 x99m ashame on his behalf xf0 x9f xa4 xa6 xf0 x9f x8f xbc xe2 x80 x8d xe2 x99 x80 xef xb8 x8f Congratulations to abeg xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 , This man can stay in BOUDILLION and make this senseless video xe ashame on his behalf xf xa xa xf xbc xe xe xef xb Congratulations to abeg xf xf xf ,0
1976, Please when they give you the money to vote will they watch which party you voting for and must you show them , Please when they give you the money to vote will they watch which party you voting for and must you show them ,0
1977, just tweeted this Yeye situation room , just tweeted this Yeye situation room ,0
1978, They should be showing the coliation center now stop showing us these yeye news this early morning Please space us this repeated news till tomorrow evening xf0 x9f x99 x8f xf0 x9f x99 x8f , They should be showing the coliation center now stop showing us these yeye news this early morning Please space us this repeated news till tomorrow evening xf xf ,0
1979, Edo State PDP officials should leave the nonsense situation room and go to protect their votes What rubbish are you doing in situation room when the short man will be doing wonders at the field xf0 x9f xa4 xa6 xf0 x9f x8f xbc xe2 x80 x8d xe2 x99 x80 xef xb8 x8f xf0 x9f xa4 xa6 xf0 x9f x8f xbc xe2 x80 x8d xe2 x99 x80 xef xb8 x8f It can never be my State , Edo State PDP officials should leave the nonsense situation room and go to protect their votes What rubbish are you doing in situation room when the short man will be doing wonders at the field xf xa xa xf xbc xe xe xef xb xf xa xa xf xbc xe xe xef xb It can never be my State ,0
1980, Governor Wike was the best thing that happened to PDP in this election If not that short man with his brown uniform would have finished them , Governor Wike was the best thing that happened to PDP in this election If not that short man with his brown uniform would have finished them ,0
1981, If Edo people are sleeping when they xe2 x80 x99ve not announced the final results you guys are wrong , If Edo people are sleeping when they xe ve not announced the final results you guys are wrong ,0
1982, The way my people slept by the votes is what should be happening in Edo right now if not that Labour man will come with his brown uniform , The way my people slept by the votes is what should be happening in Edo right now if not that Labour man will come with his brown uniform ,0
1983, Me xe2 x80 x99m awake for this updates ooooo , Me xe awake for this updates ooooo ,0
1984, APC are really leading in that Etsako ooo Lord please give Wike wisdom to die by the votes ooo , APC are really leading in that Etsako ooo Lord please give Wike wisdom to die by the votes ooo ,0
1985, Result From Situation Room in Edo State , Result From Situation Room in Edo State ,0
1986, Watch In nutshell fears of full on FASCISM in America are not unfounded closer look , Watch In nutshell fears of full on FASCISM in America are not unfounded closer look ,1
1987, by again This Tweet violated the Rules about civic and integrity However Twitter has determined that it may be in the public xe2 x80 x99s interest for the Tweet to remain accessible NORTH CAROLINA To make sure your Ballot , by again This Tweet violated the Rules about civic and integrity However Twitter has determined that it may be in the public xe interest for the Tweet to remain accessible NORTH CAROLINA To make sure your Ballot ,0
1988, If you die tomorrow over election matter life will still go on , If you die tomorrow over election matter life will still go on ,0
1989, As it stands after results from 17 LGAs Remain Ovia South LGA Ize Iyamu APC 212 983 Obaseki PDP 295 296 Obaseki leads with Over 82 313 votes , As it stands after results from LGAs Remain Ovia South LGA Ize Iyamu APC Obaseki PDP Obaseki leads with Over votes ,0
1990, Official results of the Edo State Governorship Election Orhionmwon The Local Government Of APC Candidate as announced by APC 10 458 PDP 13 445 , Official results of the Edo State Governorship Election Orhionmwon The Local Government Of APC Candidate as announced by APC PDP ,0
1991, As you know Jake the internals are actually FAR WORSE for All the momentum is on the side despite 3 massive attack pieces from Goldberg Cohen and Woodward is too tired to run viable campaign , As you know Jake the internals are actually FAR WORSE for All the momentum is on the side despite massive attack pieces from Goldberg Cohen and Woodward is too tired to run viable campaign ,1
1992, and as predicted amp are VERY MUCH in play is in free fall as moves closer to putting the race away , and as predicted amp are VERY MUCH in play is in free fall as moves closer to putting the race away ,1
1993, Trump compromised Scared to denounce Putin why , Trump compromised Scared to denounce Putin why ,1
1994, Biden pledges to hold accountable in poisoning and election tampering Trump Says nothing because he is compromised by Russia Subscribe to Back Story podcast here , Biden pledges to hold accountable in poisoning and election tampering Trump Says nothing because he is compromised by Russia Subscribe to Back Story podcast here ,0
1995, The unthinkable could still happen this night in Edo IF the results are not properly monitored , The unthinkable could still happen this night in Edo IF the results are not properly monitored ,0
1996, will be cooking Edo north results like this God pass una 4 4 8 years , will be cooking Edo north results like this God pass una years ,0
1997, 77 years old senile of No self respect This guy is like the Chinese project covid 19 , years old senile of No self respect This guy is like the Chinese project covid ,0
1998, Speaking of BLOCKING things someone know BLOCKED security now we have NONE thanks for that Mr McConnell Not to mention what close to 400 Bills passed by the House of Representatives , Speaking of BLOCKING things someone know BLOCKED security now we have NONE thanks for that Mr McConnell Not to mention what close to Bills passed by the House of Representatives ,0
1999, Seeing centrist cry about amp killing democracy OBV forgot what they did during primaries If loses it xe2 x80 x99s on the democratic establishment amp corp media who basically run propaganda for them the same way does for the right , Seeing centrist cry about amp killing democracy OBV forgot what they did during primaries If loses it xe on the democratic establishment amp corp media who basically run propaganda for them the same way does for the right ,1
2000, Wait Does victory means was retired from Politics xe2 x80 x99m just asking , Wait Does victory means was retired from Politics xe just asking ,1
2001, xe2 x80 x99m sure of victory says Ize Iyamu Punch Newspaper What figure of speech is this guys xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 , xe sure of victory says Ize Iyamu Punch Newspaper What figure of speech is this guys xf xf xf xf xf ,0
2002, Seeing that PDP has won will INEC controlled APC cancel the election We have seen this before or have we not , Seeing that PDP has won will INEC controlled APC cancel the election We have seen this before or have we not ,0
2003, 7 865 vote difference from the collated result so far , vote difference from the collated result so far ,0
2004, Like or not can see why the folks are worried about the silent majority Guessing many of these folks will be voting Trump and not even telling others they are Where are the Biden crowds , Like or not can see why the folks are worried about the silent majority Guessing many of these folks will be voting Trump and not even telling others they are Where are the Biden crowds ,0
2005, Let us be calm result is been uploaded at Register and proceed to Edo state Election result sheet it is more comprehensive than all the fake result you see online let us we wise , Let us be calm result is been uploaded at Register and proceed to Edo state Election result sheet it is more comprehensive than all the fake result you see online let us we wise ,0
2006, and so many others are REALLY waiting for vs DEBATE It will really be hoot , and so many others are REALLY waiting for vs DEBATE It will really be hoot ,0
2007, Ize Iyamu went for normal service while Obaseki went for ANOINTING service in church Now the anointing has broken the backs of godfathers , Ize Iyamu went for normal service while Obaseki went for ANOINTING service in church Now the anointing has broken the backs of godfathers ,1
2008, Saraki and his team teaching Oshiomole and Tinubu lesson , Saraki and his team teaching Oshiomole and Tinubu lesson ,0
2009, GOD MUST WIN , GOD MUST WIN ,0
2010, said this three months ago , said this three months ago ,0
2011, have been seeing alot of questions on how to handle supporters in your life Family Friends suggest you just say something like love be sure and say dot com Its Anti Trump website , have been seeing alot of questions on how to handle supporters in your life Family Friends suggest you just say something like love be sure and say dot com Its Anti Trump website ,0
2012, To my fellow Michiganders remember promise to make industrial jobs steel auto ect 2 5x greater How did that work out for us Remember that when he tries his bullshit again , To my fellow Michiganders remember promise to make industrial jobs steel auto ect greater How did that work out for us Remember that when he tries his bullshit again ,0
2013, Cos PDP won at the polls Many of you will think xe2 x80 x9cit xe2 x80 x99s GOD PDP is legit xe2 x80 x9d Don xe2 x80 x99t be fooled it xe2 x80 x99s still same round table game , Cos PDP won at the polls Many of you will think xe cit xe GOD PDP is legit xe Don xe be fooled it xe still same round table game ,0
2014, Congratulations my Governor am sure you will do even better this second tenure The people have proven that you are the one they want To whom much is given much is expected , Congratulations my Governor am sure you will do even better this second tenure The people have proven that you are the one they want To whom much is given much is expected ,0
2015, Nigeria politics is taking new turn collect their money but Vote your conscience that is the new Mantra , Nigeria politics is taking new turn collect their money but Vote your conscience that is the new Mantra ,0
2016, There is something special about EDO remember very well our location in the Nigerian Map The Heartbeat and trigger of the Nation The Political revolution of this Nation just started from Edo Wait for it , There is something special about EDO remember very well our location in the Nigerian Map The Heartbeat and trigger of the Nation The Political revolution of this Nation just started from Edo Wait for it ,0
2017, travels in that COVID free Bubble does not has that luxury yet so attacking because he plays it safe for his staff and himself just shows you what kind of MORON is , travels in that COVID free Bubble does not has that luxury yet so attacking because he plays it safe for his staff and himself just shows you what kind of MORON is ,1
