ID,tweet_text
1075,"b'In 2015, Oshiomhole was Governor (Not Forgeting @PastorIzeIyamu had join PDP)  @OfficialPDPNig won Edo South and Central Senatorial Districts. Edo North won by  @OfficialAPCNg   2019, PDP retain both seats wit @GovernorObaseki as APC Governor.  Who go win #Edo2020 #EdoDecides'"
1076,b'Wetin you go like know abt dis Edo Election?  Ask me any Question.  Anything and Everything about the Edo Election. #Edo2020 #EdoDecides2020 #EdoDecides https://t.co/pxxHqemZFU'
1077,b'Wetin you go like know abt dis Edo Election?  Ask me any Question.  Anything and Everything about the Edo Election. #Edo2020 #EdoDecides2020 #EdoDecides https://t.co/oBlQryu55z'
1078,"b""It seems that #Trump\xe2\x80\x99s deregulation of #methane is on the nose with US #voters says @UTSISF @UTS_Business industry professor @bobjcarr. Australia will have some catching up to do if #Biden's #climate policies come to the fore he says, via @GuardianAus https://t.co/oyBKfHNxU9"""
1079,b'My major worry with obaseki winning #EdoElection is that they will canonize and make Wike a god in the streets of Port harcourt \xf0\x9f\x98\xa5  #EdoDecides2020'
1080,"b""Are you a citizen taking part in today's #Ondo State election? Send us a message and picture/video from your polling unit using the #SnadandSend hashtag! @PremiumTimesng @inecnigeria #OndoDecides #OndoElection2020 #OndoDecides2020 #Ondo2020 https://t.co/qskt4HXxvM"""
1081,b'Election malpractice is punishable by law. As #Ondo State heads to the polls today please remember to avoid vote-buying and shun violence. Follow @ptcij and @PremiumTimesng for credible information straight from the source #Ondo2020 #OndoDecides2020 #OndoDecides @inecnigeria https://t.co/57trXdAF4h'
1082,"b'""I encourage you to go into these elections to vote...for leaders who can bring about true change.\xe2\x80\x9d Ahead of today\'s election in Ondo State, avoiding vote-buying. #OndoDecides #Ondo2020 #OndoDecides2020 @eu_sdgn @euinnigeria @inecnigeria https://t.co/HupD6cTMha'"
1083,b'As #Ondo State heads to the polls today please remember to avoid vote-buying and shun violence. Follow @ptcij and @PremiumTimesng on Twitter for credible information straight from the source #Ondo2020 #OndoDecides #OndoDecides2020 @inecnigeria https://t.co/HevE0EuE3a'
1084,b'Breaking: Ize-Iyamu loses his Local Government Orhionmwon to Godwin Obaseki   #EdoElection #EdoDecides2020 https://t.co/csFzHTs8xU'
1085,"b""@TrumpStudents @realDonaldTrump #Trump tours what HE did &amp; says #Biden caused it in the future???\xf0\x9f\xa4\x94\xf0\x9f\xa4\xaa And this abomination of logic will work on #TrumpCult fanatics because they're fucking Kool-Aid guzzling imbeciles who couldn't tell right from wrong, truth from lies if it was spelled out for them in crayon!\xf0\x9f\xa4\xae"""
1086,"b'Total votes as announced by @inecnigeria   APC: 223,619  PDP: 307,955  Valid votes: 537,407  Rejected votes: 12,835  Votes cast: 550,242  #EdoDecides2020: Obaseki \xe2\x80\x98wins\xe2\x80\x99 Edo governorship election. Read the full analysis here: https://t.co/3JCUsfsDKw #Edo2020 #EdoDecides'"
1087,"b'20TH SEPTEMBER 2020  5:28am ETSAKO-EAST LOCAL GOVERNMENT RESULTS COLLATION  CODE: 08 REGISTERED VOTERS: 157,291 ACCREDITED VOTERS: 28,404 VALID VOTES: 27,824 REJECTED VOTES: 335 VOTE CAST: 28,159  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1088,"b'5:12 am ETSAKO-EAST LOCAL GOVERNMENT RESULTS COLLATION  NAME OF RA: Okpella 2 CODE: 06 REGISTERED VOTERS: 8,183 ACCREDITED VOTERS: 1,809  VALID VOTES: 1,748 REJECTED VOTES: 11 VOTE CAST: 1,759  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1089,"b'No. of Registered Voters: 55,569 No. of Accredited Voters: 17,931 Total Votes Cast: 17,914 Total Valid Votes: 17,672 Rejected Votes: 242 #EdoDecides #EdoDecides2020 #Edo2020 @premiumtimesng @inecnigeria'"
1090,b'Wike should be introduced as a course in political science all over the nation. Hahahahahahaha hahahahahahaha\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82  #EdoDecides2020 #EdoElection #EdoNoBeLagos #Obaseki'
1091,"b'It rained all across Edo State yesterday during the voting, PDP came with umbrella, APC came with broom. Logic won the election.   #EdoDecides2020 #EdoElection'"
1092,"b'Lest we forget, Oshiomole is still not a member of the APC in Edo State, Obaseki removed him before he dumped them.\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82  #EdoDecides2020 #EdoNoBeLagos #EdoElection'"
1093,b'Wike should be introduced as a course in political science all over the nation. Hahahahahahaha hahahahahahaha\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82  #EdoDecides2020 #EdoElection #EdoNoBeLagos #Obaseki'
1094,"b'Do we now understand what they meant, When Benin People said the Oba Of Benin could not have been disgracefully removed the way Gandollar removed Sanusi in Kano???? Kudos to Edo people!!!!!!!  #EdoDecides2020 #EdoElection #EdoNorBeLagos'"
1095,"b""Obaseki defeated Oshiomole, Tinubu, Buhari, APC, IG of Police, Nigerian Army, INEC. All he had were the resolute people of Edo State. Edo people have proven that the people's voice is stronger than power that be.  #EdoNorBeLagos #EdoDecides2020 #EdoElection"""
1096,b'OVIA SOUTH WEST LGA WARD 5  REGISTERED VOTES 13327 ACCREDITED VOTES  3050 AA 1 ADC 17 ADP 30 APC 1183   APGA 3 APM 0 APP 0 LP 2 LNPP 4 NRM 4 PDP 1728 SDP 2 YPP 1 ZLP 2  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1097,b'@PremiumTimesng @inecnigeria TOTAL VALID VOTES 2977 REJECTED VOTES 73  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1098,b'OVIA SOUTH WEST LGA WARD 05 UDOH RESULTS  PU15 VOTING POINTS 40 REGISTERED VOTES 13327 ACCREDITED VOTES 3050 AA 1 ADC 17 ADP 30 APC 1183 APGA 3 APM 0 APP 0 LP 2 NNPP 4 MRN 4 PDP 1728 SDP 2 YPP 1 ZLP 2  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1099,b'@PremiumTimesng @inecnigeria VALID VOTES 2140 REJECTED VOTES 36 VOTES CANCELLED 992 TOTAL VOTES 2176 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1100,b'OVIA SOUTH WEST LGA WARD 7 RESULTS REGISTERED VOTES 9440 ACCREDITED VOTES 2189 AA 1 ADC 8 ADP 20 APC 875 APGA 1 APM 0 APP 0 LP 2 NNPP 3 NRM 4 PDP 1215 SDP 6 YPP 4 ZLP 1  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1101,"b'10:57pm, Collation center Etsako Central ,John boys model G/S, Fugar. WARD 4 PU/ 07  REGISTERED VOTERS: 6869 TOTAL NUMBER OF ACCREDITED VOTERS: 2278 TOTAL VALID VOTES: 2263 REJECTED VOTES: 15 TOTAL VOTE CAST: 2278 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1102,"b'TIME: 11:08pm ETSAKO-EAST LOCAL GOVERNMENT  NAME OF RA: Agenebode CODE: 01 REGISTERED VOTERS: 11,378 Accredited voters:3,505 VALID VOTES: 3,420 REJECTED VOTES: 71 VOTE CAST: 3,491  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1103,"b'10:57pm, Collation center Etsako Central  At John boys model G/S, Fugar.   WARD 7 REGISTERED VOTERS: 4011 TOTAL NUMBER OF ACCREDITED VOTERS: 1762 TOTAL VALID VOTES: 1726 REGECTED VOTES: 13 TOTAL VOTE CAST: 1739  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1104,b'Egor LG WARD 6 EVABAREKE Registered Voters 20708 Accredited Voters 4014 AA 1 ADC 25 ADP 21 APC 1131 APGA 1 APM 0 APP 1 LP 1 NNPP 5 NRM 6 PDP 2670 SDP 2 YPP 0 ZLP 0 VALID VOTES 3864 REJECTED VOTES 94 TTL VOTES 3958 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1105,b'TOTAL NUMBER OF ACCREDITED VOTERS: 1424 REGISTERED VOTERS: 4001 TOTAL VALID VOTES: 1416 REGECTED VOTES: 7 TOTAL VOTE CAST: 1423  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1106,"b'10:57pm, ESAN SOUTHEAST LGA Results  EWOHIMI II (Ward 02) No. Of Registered Voters- 6,149  No. Of Accredited Voters- 2,250  AA- 0 ADC - 2 ADP - 1 APC - 990 APGA - 0 APM-0 APP- 0 LP - 0 NNPP- 0,  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1107,b'TOTAL NUMBER OF ACCREDITED VOTERS:2655  REGISTERED VOTERS: 6737  TOTAL VALID VOTES: 2608 REGECTED VOTES: 33 TOTAL VOTE CAST: 2641  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1108,b'Ward 3- Akoko Edo  Registered voters- 10193 Accredited voters- 3448  AA- 0 ADC- 04 Adp- 11 Apc- 1914 APGA- 03 Apm-0 App-03 Lp- 0  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1109,"b'Ward 2- Akoko Edo  Total registered- 15,685 Accredited vote- 5434  AA- 1 Adc- 7 Adp- 25 APC- 2064 APGA- 1 Apm- 0 App- 1 Lp- 1 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1110,"b'10:40pm, Results for Ward 02 (Obeidu), Esan North East LGA:  Registered voters: 5150 Accredited voters: 1477  AA - 00 ADC - 00 ADP - 02 APC - 527 APGA - 01 APM - 00 APP - 00 LP - 01/02 NNPP - 00 NRM - 00  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1111,"b'10:20PM: Institute of Physical Education, Afuze Owan East LGA Collation Centre   Major results of 4 Wards in Owan East LGA:  WARD 3 (IHIEVBE I)  APC 670 PDP 1090  WARD 4 (IHIEVBE II)  APC 725 PDP 1131  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1112,"b'10:35pm, Results for Ward 09 (Uwalor), Esan North East LGA:  Registered voters: 5569 Accredited voters: 1358  AA - 00 ADC - 08 ADP - 09 APC - 415 APGA - 01 APM - 01 APP - 00 LP - 00  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1113,"b'TIME: 10:05pm  NAME OF RA: Weppa LGA: Etsako-East CODE: 4 REGISTERED VOTERS: 5,516 Accredited voters:2,507  AA: 00 ADC: 02 ADP: 04 ANPP: 00 APC: 1,432 APGA: 00 APM: 00 APP:00 LP: 00 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1114,"b'TIME: 10:09pm Etsako-East LG Collation  NAME OF RA: Wanno 1 CODE: 02 REGISTERED VOTERS: 5,064 Accredited voters:2,223  AA: 00 ADC: 03 ADP: 04 APC: 1,151 APGA: 02 APM: 00 APP: 00 LP: 00 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #edo2020'"
1115,"b'UPDATE , 10:20pm,  Results from ESAN Southeast LGA Are Being Collated.  However, We Shall Post Once It Is Verified By The Electoral Officers And Agents Without Alterations. @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1116,"b'Results for Ward 08 (Efandion), Esan North East LGA: 10:19pm  Registered voters: 7658 Accredited voters: 1763  AA - 01 ADC - 05 ADP - 07 APC - 383 APGA - 00 APM - 00 APP - 00 LP - 01 NNPP - 00 NRM - 03  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1117,"b'TIME: 10:05pm  NAME OF RA: Weppa CODE: 4 REGISTERED VOTERS: 5,516 Accredited voters:2,507  AA: 00 ADC: 02 ADP: 04 ANPP: 00 APC: 1,432 APGA: 00 APM: 00 APP:00 LP: 00 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1118,b'Time:10:00pm  Ward1-  Akoko Edo  Registered voters- 9149 Accredited voters- 3282  AA- 0 ADC- 13 Ade - 16 APC- 1553 APGA- 1 Apm- 02 APN- 0 Lp-0 Voters valid votes- 2912 Rejected vote- 68 Total vote cast- 2970  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1119,"b'Results for Ward 03 (Arue), Esan North East LGA:  10:10pm  Registered voters: 5757 Accredited voters: 1741  AA - 00 ADC - 04 ADP - 05 APC - 293 APGA - 00 APM - 00 APP - 00 LP - 03 NNPP - 01  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1120,"b'Results for Ward 07 (Amedokhian), Esan North East LGA:  10:01pm  Registered voters: 10404 Accredited voters: 2768  AA - 01 ADC - 07 ADP - 14 APC - 977 APGA - 00 APM - 00 APP - 00 LP - 01 NNPP - 02  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1121,"b'ESAN SOUTHEAST LGA Results   EWOHIMI 1, 10:00pm  No. Of Registered Voters- 8,375  No. Of Accredited Voters- 2,476  AA- 1 ADC - 1 ADP - 11 APC - 1,017 APGA - 1 APM-0 APP- 2 LP - 1 NNPP- 1  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1122,"b'Results for Ward 01 (Egbele), Esan North East LGA:  9:54pm,  Registered voters: 6650 Accredited voters: 1773  AA - 00 ADC - 03 ADP - 05 APC - 657 APGA - 02 APM - 00 APP - 00 LP - 00 NNPP - 00  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1123,b'OVIA SW LGA WARD 6 REGISTERED VOTES 5586 ACCREDITED VOTES 1583 AA 4 ADC 5 ADP 10 APC 731 APGA 0 APM 0 APP 0 LP 1 NNPP 2 NRN 1 PDP 763  SDP 1       YPP 0  ZLP 0  VALID VOTES 1514 REJECTED VOTES 69 TOTAL VOTES 1583 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1124,"b'Ward 1 Igwobazua East RA, Ovia-SW PU 9 VP 7 RV 10046 Accredited Voters 2493 AA 0 ADC9 ADP 27 APC 937 APGA 4 APN 0 APP 0 LP 1 NNPP 5 NRN 4 PDP 1404 SDP 3 YPP 1 ZLP 4 Total votes 2399 Rejected 76 Vote cast 2475 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1125,"b'OVIA SOUTH WEST LGA, EDO STATE. WARD 2 REGISTERED VOTES 10145 ACCREDITED VOTES 2302 AA 1 ADC 16 ADP 13 APC 1088 APGA 3 APM 1 APP 1 LP 1 MMPP 0 MRN 7 PDP 1071 SDP 2 YPP 2 ZLP 0 VALID VOTES 2206 REJECTED VOTES 97 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1126,"b'IGUEBEN local Govt Result, Edo central, Edo state.  Time: 9:36pm  AA: 2 ADC: 29 ADP: 40 APC: 5,199 APGA: 1 APM: 0 APP: 1 LP: 5 NNPP: 4  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1127,"b'Results for Ward 010 (Ewoyi), Esan North East LGA:  Registered voters: 8997 Accredited voters: 2147  AA - 01 ADC - 06 ADP - 07 APC - 827 APGA - 00 APM - 00 APP - 00 LP - 00 NNPP - 00  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1128,"b'Ward Results from IGUEBEN local government, Edo central.   Time: 9:09pm Ward 07 (OKALO/OKPUJIE)  AA: 1 ADC: 3 ADP: 2 APC: 964 LP: 0 APP: 1 APGA:1 NNPP: 1 PDP:981 SDP: 0 NRM: 2  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1129,"b'At 9:26pm,  UBIAJA, ESAN SOUTHEAST Girls Model Secondary School Final collation for the local government is about to start.  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1130,"b'Ward Results from IGUEBEN local government, Edo central.   Time: 9:24pm Ward 06 OWU/OKUTA/EGUARE EBELLE  ADC: 4 ADP: 6 APC: 781 LP: 2 NNPP: 0 PDP:1232 SDP: 0 NRM:1 ZLP: 0 YPP: 0  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1131,b'Egor LG WARD 9 OKhoro  Registered Voters 22596 Accredited Voters 4537 AA 3 ADC 23 ADP 25 APC 1339 APGA 1 APM 1 APP 2 LP 6 NNPP 2 NRM 8 PDP 3034 SDP 4 YPP 0 ZLP 2  VALID VOTES 4450 REJECTED VOTES 83 TOTAL CAST 4533 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1132,b'Egor LG WARD EGOR  Registered Voters 11501 Accredited Voters 2017 AA 3 ADC 3 ADP 13 APC 515 APGA 0 APM 1 APP 1 LP 3 NNPP 2 NRM 3 PDP 1365 SDP 7 YPP 0 ZLP 1  VALID VOTES: 1917 REJECTED VOTES: 46 TOTAL CAST: 1963  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1133,b'Egor LG WARD USELU I  Registered Voters: 20863 Accredited Voters: 3714 AA 01 ADC 03 ADP 11 APC 840 APGA 03 APM 0 APP 01 LP 02 NNPP 03 NRM 07 PDP 2718 SDP 05 YPP 02 ZLP 01  VALID 3597 REJECTED  97 TOTAL CAST 3694 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1134,b'Egor LG WARD: OLIHA  Registered Voters: 15841 Accredited Voters: 3349 AA 1 ADC 7 ADP 25 APC 854 APGA 1 APM 0 APP 1 LP 2 NNPP 0 NRM 8 PDP 2307 SDP 3 YPP 2 ZLP 1  VALID VOTES 3212 REJECTED VOTES 78 VOTES CAST 3290  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'
1135,"b'Ward Results from IGUEBEN local government, Edo central.   Time: 9:09pm Ward 07 (OKALO/OKPUJIE)  ADC: 1 ADP: 0 APC: 574 LP: 0 NNPP: 1 PDP: 784 SDP: 1 NRM: 0 ZLP: 0 YPP: 1  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1136,"b""9:08pm  Esan west LGA  Esan West's results are not out. The INEC officials are gradually arriving the LGA's collation centre with their materials.  No collation has started yet. @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020"""
1137,"b'9:02 pm  Girls Model School, Ubiaja, Esan southeast. Some of the Poll officials are currently moving out of the collation Centre  to INEC office, carrying their materials on their head @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1138,"b'Results for Ward 04 (Uelen/Okugbe), Esan North East LGA:  Registered voters: 14907 Accredited voters: 2861  AA - 01 ADC - 13 ADP - 14 APC - 750 APGA - 00 APM - 00 APP - 00 LP - 03  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1139,"b'8:58PM  ETSAKO-EAST  WARD 1 (AGENEBODE) FINAL RESULTS  AA: 1 ADC:10 ADP: 23 APC: 2,013 APGA: 0 APM: 1 APP: 0 LP: 1 NNPP: 2 NRM: 3 PDP: 1,362 SDP: 3 YPP: 1 ZLP: 1  Total Valid: 3,417 Rejected: 71 Vote Cast: 3,488 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1140,"b'8: 54pm-Here is the abandoned Election Materials Dumped By Ward 06 Ubiaja 1, ESAN Southeast LGA. They complained of not  being attended to at the appropriate time in terms of feeding, and other logistics. @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020 https://t.co/JFh6J1upWK'"
1141,"b'Ward Results from IGUEBEN local government, Edo central.   Time: 8:45pm  Ward 09 EWOSSA  ADC: 0 ADP: 3 APC: 285 LP: 0 NNPP: 0 PDP: 686 SDP:0 ZLP: 0  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1142,"b'Ward Results from IGUEBEN local government, Edo central.   Time: 8:43pm  Ward 08 AMAHOR/UGUN  ADC: 0 ADP: 2 APC: 320 LP: 0 NNPP: 1 PDP: 798 SDP: 0 ZLP: 0  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1143,"b'Ward Results from IGUEBEN local government, Edo central.   Time: 8:38pm  Ward 04 UHE/IDUMUOGBO/IDUMUEKE  ADC: 4 ADP: 10 APC:561 LP: 0 NNPP: 1 PDP: 634 SDP: 0 ZLP: 0  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1144,"b'Ward Results from IGUEBEN local government, Edo central.   Time: 8:13pm  Ward 03 AFUDA/IDUOMOKA  ADC: 7 ADP: 3 APC: 412 LP: 1 NNPP: 1 PDP: 608 SDP: 3 ZLP: 1  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1145,"b'8:15PM: Owan East LGA Collation Centre, Collation is yet to commence. @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020 https://t.co/9xeyFYgMK6'"
1146,"b'8:13pm, Results from IGUEBEN local government, Edo central.  Ward 02 IDIGUN/IDUMEDO AA: 0, ADC: 5, ADP: 7, APC: 503 LP: 1, NRM: 2, PDP: 790 SDP: 1, ZLP: 1  1/2 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #edo2020'"
1147,"b'8:07pm  Etsako-East LGA Ward: 001  PU: 3 Reg Voters: 1,071 Acr Voters: 445 APC: 288 PDP: 139 Valid: 429 Rejected: 15 Spoilt: 1 Vote cast: 445  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1148,"b'7:51pm  Etsako-East LGA Ward: 001  PU: 7 Reg Voters: 1,142 Acr Voters: 315 APC: 168 PDP: 143 Valid: 312 Rejected: 3 Vote cast: 315 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1149,"b'7:40pm  Etsako-East LGA Ward: 001  PU: 10 Reg Voters: 1,112 Acr Voters: 280 APC: 195 PDP: 75 Valid: 274 Rejected: 6 (multiple boxes thumb printing) Vote cast: 280  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1150,"b'7:29pm  Etsako-East LGA Ward: 001  PU: 1 Reg Voters: 1,045 Acr Voters: 366 APC: 227 PDP: 127 Valid: 359 Rejected: 7 (some voters thumb-printed into two different party boxes) Vote cast: 366 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1151,"b'7:18pm. Council hall, Igarra, Akoko Edo. Collation centre for ward 1-10.  Projector is set and @inecnigeria officials are on ground. Collation is yet to begin. @PremiumTimesng #EdoDecides2020 #EdoElection #Edo2020'"
1152,"b""The voting process was paused because an unruly individual came on to disrupt the voting system by trying to squeeze in more voters. When normalcy was restored, 7 people had left and didn't come back to vote. @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020"""
1153,"b'7:01pm  Etsako-East LGA Ward: 001  PU: 9 Reg Voters: 1,223 Acr Voters: 329 APC: 215 PDP: 103 Valid: 321 Rejected: 1 Vote cast: 322 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1154,"b'6:39pm, Etsako-East LGA Ward: 001  PU: 8 Reg Voters: 1,114 Acr Voters: 395 APC: 163 PDP: 214 Valid: 379 Rejected: 16 (this is due to people thumbprinting in two different party boxes) Vote cast: 395 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1155,"b'6:20pm, Etsako-East LGA Ward: 001  PU: 6 ACr Voters: 456 APC: 284 PDP: 157 Valid: 448 Rejected: 8 Vote cast: 456 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1156,"b'6:20pm, Etsako-East LGA Ward: 001  PU: 2 Reg Voters: 984 ACR Voters 345 APC: 162 PDP: 168 Valid: 338 Rejected:7 Vote cast: 345 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1157,"b'6:08pm, Etsako-East LGA Ward: 001  PU: 4 ACC Voters 267 APC: 148 PDP: 100 Rejected 03 Vote cast: 257 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1158,"b'6:11pm- Current situation at INEC LG Collation Center in ESAN Southeast LGA, as different Wards are trying to sort their results in the presence of the Collation Center. @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020. https://t.co/Wpi0sUpae5'"
1159,"b'5:15pm. Vote counting concluded at Ehor, Registration Area 01 (Ward 1), PU007, Eguada primary school, Uhunmwonde LG.  Result: AA 01 ADC 02 ADP 07 APC 70 APGA 01 LP 02 NRM 02 NNPP 01 PDP 203 SDP 03  @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020 https://t.co/zxE51KBAdd'"
1160,"b'Results for Ward 3, Unit 7, Owan East LGA.  APC 34 PDP 88.  Results for Ward3 Unit 9  APC 89 PDP 81 @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #Edo2020'"
1161,"b""APC claims that the voting process in Esan North East Council, Uromi Ward 8 Polling Unit 8 has been disrupted. This is false. The ward only has 6 units. Read more fact-checks from today's election on @dubawaNG #DubawaChecks #EdoDecides #EdoDecides2020 #Edo2020 #FactCheck https://t.co/jMLbvnTL1p"""
1162,b'A claim by a Facebook user that Governor Obaseki emerged victorious in his polling unit is correct. PDP recorded 80 votes while APC recorded 51 votes. #DubawaChecks #EdoDecides #EdoDecides2020 #Edo2020 #FactCheck @dubawaNG https://t.co/7PqDQlV1Ev'
1163,b'The claim that some pictures shared on Twitter are bundles of money stashed in Oshiomhole\xe2\x80\x99s house is misleading. #DubawaChecks #EdoDecides #EdoDecides2020 #Edo2020 https://t.co/oFXtb5bmeg'
1164,"b'5:33pm- At the INEC LG Collation Center in Girls Model Secondary School, the INEC officials are waiting results for display on the projector. @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #edo2020. https://t.co/2AFsc7yLmf'"
1165,"b'5:18pm, Esan southeast collation about to begin at Girls Model Secondary school, Ubiaja. @PremiumTimesng @inecnigeria #EdoDecides2020 #EdoElection #edo2020 https://t.co/UNVHbplnH0'"
